genus,family
Liocichla,Leiothrichidae
Lioptilus,Sylviidae
Liosceles,Rhinocryptidae
Lipaugus,Cotingidae
Loboparadisea,Cnemophilidae
Lochmias,Furnariidae
Locustella,Locustellidae
Loddigesia,Trochilidae
Lonchura,Estrildidae
Lophaetus,Accipitridae
Lophodytes,Anatidae
Lophoictinia,Accipitridae
Lopholaimus,Columbidae
Lophonetta,Anatidae
Lophophorus,Phasianidae
Lophorina,Paradisaeidae
Lophornis,Trochilidae
Lophospingus,Thraupidae
Lophostrix,Strigidae
Lophotibis,Threskiornithidae
Lophotriccus,Tyrannidae
Lophotriorchis,Accipitridae
Lophozosterops,Zosteropidae
Lophura,Phasianidae
Loriculus,Psittacidae
Lorius,Psittacidae
Loxia,Fringillidae
Loxigilla,Thraupidae
Loxioides,Fringillidae
Loxipasser,Thraupidae
Loxops,Fringillidae
Lugensa,Procellariidae
Lullula,Alaudidae
Lurocalis,Caprimulgidae
Luscinia,Muscicapidae
Lybius,Lybiidae
Lycocorax,Paradisaeidae
Lymnocryptes,Scolopacidae
Macgregoria,Meliphagidae
Machaerirhynchus,Machaerirhynchidae
Machaeropterus,Pipridae
Macheiramphus,Accipitridae
Machetornis,Tyrannidae
Mackenziaena,Thamnophilidae
Macroagelaius,Icteridae
Macrocephalon,Megapodiidae
Macrodipteryx,Caprimulgidae
Macronectes,Procellariidae
Macronous,Timaliidae
Macronyx,Motacillidae
Macropsalis,Caprimulgidae
Macropygia,Columbidae
Macrosphenus,Macrosphenidae
Madanga,Zosteropidae
Malacocincla,Pellorneidae
Malaconotus,Malaconotidae
Malacopteron,Pellorneidae
Malacoptila,Bucconidae
Malacorhynchus,Anatidae
Malcorus,Cisticolidae
Malia,Pycnonotidae
Malimbus,Ploceidae
Malurus,Maluridae
Manacus,Pipridae
Mandingoa,Estrildidae
Manorina,Meliphagidae
Manucodia,Paradisaeidae
Margaroperdix,Phasianidae
Margarops,Mimidae
Margarornis,Furnariidae
Marmaronetta,Anatidae
Masius,Pipridae
Mayrornis,Monarchidae
Mearnsia,Apodidae
Mecocerculus,Tyrannidae
Megabyas,Platysteiridae
Megaceryle,Alcedinidae
Megacrex,Rallidae
Megadyptes,Spheniscidae
Megalaima,Megalaimidae
Megalurulus,Locustellidae
Megalurus,Locustellidae
Megapodius,Megapodiidae
Megarynchus,Tyrannidae
Megascops,Strigidae
Megastictus,Thamnophilidae
Megatriorchis,Accipitridae
Megaxenops,Furnariidae
Megazosterops,Zosteropidae
Meiglyptes,Picidae
Melaenornis,Muscicapidae
Melampitta,Corcoracidae
Melamprosops,Fringillidae
Melanerpes,Picidae
Melanitta,Anatidae
Melanocharis,Melanocharitidae
Melanochlora,Paridae
Melanocorypha,Alaudidae
Melanodera,Thraupidae
Melanodryas,Petroicidae
Melanopareia,Melanopareiidae
Melanoperdix,Phasianidae
Melanoptila,Mimidae
Melanospiza,Thraupidae
Melanotis,Mimidae
Meleagris,Phasianidae
Melichneutes,Indicatoridae
Melidectes,Meliphagidae
Melidora,Alcedinidae
Melierax,Accipitridae
Melignomon,Indicatoridae
Melilestes,Meliphagidae
Meliphaga,Meliphagidae
Melipotes,Meliphagidae
Melithreptus,Meliphagidae
Melitograis,Meliphagidae
Mellisuga,Trochilidae
Melocichla,Macrosphenidae
Melophus,Emberizidae
Melopsittacus,Psittacidae
Melopyrrha,Thraupidae
Melospiza,Emberizidae
Melozone,Emberizidae
Menura,Menuridae
Merganetta,Anatidae
Mergellus,Anatidae
Mergus,Anatidae
Meropogon,Meropidae
Merops,Meropidae
Merulaxis,Rhinocryptidae
Mesembrinibis,Threskiornithidae
Mesitornis,Mesitornithidae
Mesophoyx,Ardeidae
Mesopicos,Picidae
Metabolus,Monarchidae
Metallura,Trochilidae
Metopidius,Jacanidae
Metopothrix,Furnariidae
Metriopelia,Columbidae
Micrastur,Falconidae
Micrathene,Strigidae
Microbates,Polioptilidae
Microcerculus,Troglodytidae
Microchera,Trochilidae
Microdynamis,Cuculidae
Microeca,Petroicidae
Microhierax,Falconidae
Microligea,Parulidae
Micromacronus,Timaliidae
Micromonacha,Bucconidae
Microparra,Jacanidae
Micropsitta,Psittacidae
Micropygia,Rallidae
Microrhopias,Thamnophilidae
Microstilbon,Trochilidae
Miliaria,Emberizidae
Milvago,Falconidae
Milvus,Accipitridae
Mimizuku,Strigidae
Mimus,Mimidae
Minla,Leiothrichidae
Mino,Sturnidae
Mionectes,Tyrannidae
Mirafra,Alaudidae
Mitrephanes,Tyrannidae
Mitrospingus,Thraupidae
Mitu,Cracidae
Mniotilta,Parulidae
Modulatrix,Arcanatoridae
Mohoua,Acanthizidae
Molothrus,Icteridae
Momotus,Momotidae
Monachella,Petroicidae
Monarcha,Monarchidae
Monasa,Bucconidae
Monias,Mesitornithidae
Monticola,Muscicapidae
Montifringilla,Passeridae
Morococcyx,Cuculidae
Morphnus,Accipitridae
Morus,Sulidae
Motacilla,Motacillidae
Mulleripicus,Picidae
Muscicapa,Muscicapidae
Muscicapella,Muscicapidae
Muscigralla,Tyrannidae
Muscipipra,Tyrannidae
Muscisaxicola,Tyrannidae
Musophaga,Musophagidae
Myadestes,Turdidae
Mycerobas,Fringillidae
Mycteria,Ciconiidae
Myiagra,Monarchidae
Myiarchus,Tyrannidae
Myiobius,Tyrannidae
Myioborus,Parulidae
Myiodynastes,Tyrannidae
Myiomela,Muscicapidae
Myiopagis,Tyrannidae
Myioparus,Muscicapidae
Myiophobus,Tyrannidae
Myiopsitta,Psittacidae
Myiornis,Tyrannidae
Myiotheretes,Tyrannidae
Myiotriccus,Tyrannidae
Myiozetetes,Tyrannidae
Myophonus,Muscicapidae
Myornis,Rhinocryptidae
Myrmeciza,Thamnophilidae
Myrmecocichla,Muscicapidae
Myrmia,Trochilidae
Myrmoborus,Thamnophilidae
Myrmochanes,Thamnophilidae
Myrmorchilus,Thamnophilidae
Myrmornis,Thamnophilidae
Myrmothera,Grallariidae
Myrmotherula,Thamnophilidae
Myrtis,Trochilidae
Mystacornis,Vangidae
Myza,Meliphagidae
Myzomela,Meliphagidae
Myzornis,Sylviidae
Namibornis,Muscicapidae
Nandayus,Psittacidae
Nannopsittaca,Psittacidae
Napothera,Pellorneidae
Nasica,Furnariidae
Neafrapus,Apodidae
Necrosyrtes,Accipitridae
Nectarinia,Nectariniidae
Nemosia,Thraupidae
Neochelidon,Hirundinidae
Neochen,Anatidae
Neochmia,Estrildidae
Neocichla,Sturnidae
Neocossyphus,Turdidae
Neocrex,Rallidae
Neoctantes,Thamnophilidae
Neodrepanis,Philepittidae
Neolalage,Monarchidae
Neolestes,Pycnonotidae
Neomixis,Cisticolidae
Neomorphus,Cuculidae
Neopelma,Pipridae
Neophema,Psittacidae
Neophron,Accipitridae
Neopipo,Tyrannidae
Neopsephotus,Psittacidae
Neopsittacus,Psittacidae
Neospiza,Thraupidae
Neothraupis,Thraupidae
Neotis,Otididae
Neoxolmis,Tyrannidae
Nephelornis,Thraupidae
Nesasio,Strigidae
Nesillas,Acrocephalidae
Nesocharis,Estrildidae
Nesocichla,Turdidae
Nesoclopeus,Rallidae
Nesoctites,Picidae
Nesoenas,Columbidae
Nesofregetta,Hydrobatidae
Nesopsar,Icteridae
Nesospingus,Thraupidae
Nesospiza,Thraupidae
Nesotriccus,Tyrannidae
Nestor,Psittacidae
Netta,Anatidae
Nettapus,Anatidae
Newtonia,Vangidae
Nicator,Nicatoridae
Nigrita,Estrildidae
Nilaus,Malaconotidae
Niltava,Muscicapidae
Ninox,Strigidae
Nipponia,Threskiornithidae
Nisaetus,Accipitridae
Nomonyx,Anatidae
Nonnula,Bucconidae
Northiella,Psittacidae
Notharchus,Bucconidae
Nothocercus,Tinamidae
Nothocrax,Cracidae
Nothoprocta,Tinamidae
Nothura,Tinamidae
Notiochelidon,Hirundinidae
Notiomystis,Notiomystidae
Nucifraga,Corvidae
Numenius,Scolopacidae
Numida,Numididae
Nyctanassa,Ardeidae
Nyctibius,Nyctibiidae
Nycticorax,Ardeidae
Nyctidromus,Caprimulgidae
Nyctiphrynus,Caprimulgidae
Nyctiprogne,Caprimulgidae
Nyctyornis,Meropidae
Nymphicus,Psittacidae
Nystalus,Bucconidae
Oceanites,Hydrobatidae
Oceanodroma,Hydrobatidae
Ochetorhynchus,Furnariidae
Ochthoeca,Tyrannidae
Ochthornis,Tyrannidae
Ocreatus,Trochilidae
Oculocincta,Zosteropidae
Ocyalus,Icteridae
Ocyceros,Bucerotidae
Ocyphaps,Columbidae
Odontophorus,Odontophoridae
Odontorchilus,Troglodytidae
Oedistoma,Melanocharitidae
Oena,Columbidae
Oenanthe,Muscicapidae
Ognorhynchus,Psittacidae
Oncostoma,Tyrannidae
Onychognathus,Sturnidae
Onychorhynchus,Tyrannidae
Opisthocomus,Opisthocomidae
Opisthoprora,Trochilidae
Oporornis,Parulidae
Orchesticus,Thraupidae
Oreocharis,Paramythiidae
Oreoica,Oreoicidae
Oreolais,Cisticolidae
Oreomanes,Thraupidae
Oreomystis,Fringillidae
Oreonympha,Trochilidae
Oreophasis,Cracidae
Oreopholus,Charadriidae
Oreophylax,Furnariidae
Oreopsar,Icteridae
Oreopsittacus,Psittacidae
Oreornis,Meliphagidae
Oreortyx,Odontophoridae
Oreoscoptes,Mimidae
Oreoscopus,Acanthizidae
Oreostruthus,Estrildidae
Oreothraupis,Thraupidae
Oreotrochilus,Trochilidae
Origma,Acanthizidae
Oriolia,Vangidae
Oriolus,Oriolidae
Oriturus,Emberizidae
Ornithion,Tyrannidae
Ortalis,Cracidae
Orthogonys,Thraupidae
Orthonyx,Orthonychidae
Orthopsittaca,Psittacidae
Orthorhyncus,Trochilidae
Orthotomus,Cisticolidae
Ortygospiza,Estrildidae
Ortyxelos,Turnicidae
Oryzoborus,Thraupidae
Otidiphaps,Columbidae
Otis,Otididae
Otus,Strigidae
Oxylabes,Bernieridae
Oxypogon,Trochilidae
Oxyruncus,Cotingidae
Oxyura,Anatidae
Pachycare,Acanthizidae
Pachycephala,Pachycephalidae
Pachycephalopsis,Petroicidae
Pachycoccyx,Cuculidae
Pachyptila,Procellariidae
Pachyramphus,Cotingidae
Padda,Estrildidae
Pagodroma,Procellariidae
Pagophila,Laridae
Palmeria,Fringillidae
Pandion,Pandionidae
Panterpe,Trochilidae
Panurus,Panuridae
Panyptila,Apodidae
Papasula,Sulidae
Parabuteo,Accipitridae
Paradigalla,Paradisaeidae
Paradisaea,Paradisaeidae
Paradoxornis,Sylviidae
Paramythia,Paramythiidae
Pardalotus,Pardalotidae
Pardirallus,Rallidae
Parkerthraustes,Cardinalidae
Parmoptila,Estrildidae
Paroaria,Thraupidae
Parophasma,Sylviidae
Paroreomyza,Fringillidae
Parotia,Paradisaeidae
Parula,Parulidae
Parus,Paridae
Passer,Passeridae
Passerculus,Emberizidae
Passerella,Emberizidae
Passerina,Cardinalidae
Patagioenas,Columbidae
Patagona,Trochilidae
Pauxi,Cracidae
Pavo,Phasianidae
Pedionomus,Pedionomidae
Pelagodroma,Hydrobatidae
Pelargopsis,Alcedinidae
Pelecanoides,Pelecanoididae
Pelecanus,Pelecanidae
Pellorneum,Pellorneidae
Peltops,Cracticidae
Penelope,Cracidae
Penelopides,Bucerotidae
Penelopina,Cracidae
Peneothello,Petroicidae
Percnostola,Thamnophilidae
Perdicula,Phasianidae
Perdix,Phasianidae
Pericrocotus,Campephagidae
Periporphyrus,Cardinalidae
Perisoreus,Corvidae
Perissocephalus,Cotingidae
Pernis,Accipitridae
Petrochelidon,Hirundinidae
Petroica,Petroicidae
Petronia,Passeridae
Petrophassa,Columbidae
Peucedramus,Peucedramidae
Pezopetes,Emberizidae
Pezoporus,Psittacidae
Phacellodomus,Furnariidae
Phaenicophaeus,Cuculidae
Phaenicophilus,Thraupidae
Phaenostictus,Thamnophilidae
Phaeochroa,Trochilidae
Phaeomyias,Tyrannidae
Phaeothlypis,Parulidae
Phaethon,Phaethontidae
Phaethornis,Trochilidae
Phaetusa,Laridae
Phainopepla,Ptilogonatidae
Phainoptila,Ptilogonatidae
Phalacrocorax,Phalacrocoracidae
Phalaenoptilus,Caprimulgidae
Phalaropus,Scolopacidae
Phalcoboenus,Falconidae
Phapitreron,Columbidae
Phaps,Columbidae
Pharomachrus,Trogonidae
Phasianus,Phasianidae
Phedina,Hirundinidae
Phegornis,Charadriidae
Phelpsia,Tyrannidae
Pheucticus,Cardinalidae
Phibalura,Cotingidae
Phigys,Psittacidae
Philemon,Meliphagidae
Philentoma,Tephrodornithidae
Philepitta,Philepittidae
Philesturnus,Callaeatidae
Philetairus,Passeridae
Philomachus,Scolopacidae
Philortyx,Odontophoridae
Philydor,Furnariidae
Phimosus,Threskiornithidae
Phlegopsis,Thamnophilidae
Phleocryptes,Furnariidae
Phlogophilus,Trochilidae
Phodilus,Tytonidae
Phoebastria,Diomedeidae
Phoebetria,Diomedeidae
Phoenicircus,Cotingidae
Phoeniconaias,Phoenicopteridae
Phoenicoparrus,Phoenicopteridae
Phoenicopterus,Phoenicopteridae
Phoeniculus,Phoeniculidae
Phoenicurus,Muscicapidae
Pholidornis,Cettiidae
Phragmacia,Cisticolidae
Phrygilus,Thraupidae
Phylidonyris,Meliphagidae
Phyllanthus,Leiothrichidae
Phyllastrephus,Pycnonotidae
Phyllolais,Cisticolidae
Phyllomyias,Tyrannidae
Phylloscartes,Tyrannidae
Phylloscopus,Phylloscopidae
Phytotoma,Cotingidae
Piaya,Cuculidae
Pica,Corvidae
Picathartes,Picathartidae
Picoides,Picidae
Piculus,Picidae
Picumnus,Picidae
Picus,Picidae
Piezorhina,Thraupidae
Pilherodius,Ardeidae
Pinarocorys,Alaudidae
Pinaroloxias,Thraupidae
Pinarornis,Muscicapidae
Pinicola,Fringillidae
Pionites,Psittacidae
Pionopsitta,Psittacidae
Pionus,Psittacidae
Pipile,Cracidae
Pipilo,Emberizidae
Pipra,Pipridae
Pipraeidea,Thraupidae
Pipreola,Cotingidae
Piprites,Cotingidae
Piranga,Cardinalidae
Pitangus,Tyrannidae
Pithecophaga,Accipitridae
Pithys,Thamnophilidae
Pitohui,Oriolidae
Pitta,Pittidae
Pittasoma,Conopophagidae
Pityriasis,Pityriaseidae
Platalea,Threskiornithidae
Platycercus,Psittacidae
Platylophus,Corvidae
Platyrinchus,Tyrannidae
Platysmurus,Corvidae
Platyspiza,Thraupidae
Platysteira,Platysteiridae
Plectorhyncha,Meliphagidae
Plectrophenax,Calcariidae
Plectropterus,Anatidae
Plegadis,Threskiornithidae
Plocepasser,Passeridae
Ploceus,Ploceidae
Pluvialis,Charadriidae
Pluvianellus,Pluvianellidae
Pluvianus,Pluvianidae
Pnoepyga,Pnoepygidae
Podager,Caprimulgidae
Podargus,Podargidae
Podica,Heliornithidae
Podiceps,Podicipedidae
Podilymbus,Podicipedidae
Podoces,Corvidae
Poecilodryas,Petroicidae
Poecilotriccus,Tyrannidae
Poeoptera,Sturnidae
Poephila,Estrildidae
Pogoniulus,Lybiidae
Pogonocichla,Muscicapidae
Poicephalus,Psittacidae
Polemaetus,Accipitridae
Polihierax,Falconidae
Poliocephalus,Podicipedidae
Poliolais,Cisticolidae
Polioptila,Polioptilidae
Polioxolmis,Tyrannidae
Polyboroides,Accipitridae
Polyonymus,Trochilidae
Polyplectron,Phasianidae
Polysticta,Anatidae
Polystictus,Tyrannidae
Polytelis,Psittacidae
Polytmus,Trochilidae
Pomarea,Monarchidae
Pomatorhinus,Timaliidae
Pomatostomus,Pomatostomidae
Pooecetes,Emberizidae
Poospiza,Thraupidae
Porphyrio,Rallidae
Porphyrolaema,Cotingidae
Porphyrospiza,Emberizidae
Porzana,Rallidae
Premnoplex,Furnariidae
Premnornis,Furnariidae
Primolius,Psittacidae
Prinia,Cisticolidae
Prioniturus,Psittacidae
Prionochilus,Dicaeidae
Prionodura,Ptilonorhynchidae
Prionops,Prionopidae
Priotelus,Trogonidae
Probosciger,Psittacidae
Procellaria,Procellariidae
Procelsterna,Laridae
Procnias,Cotingidae
Prodotiscus,Indicatoridae
Progne,Hirundinidae
Promerops,Promeropidae
Prosobonia,Scolopacidae
Prosopeia,Psittacidae
Prosthemadera,Meliphagidae
Protonotaria,Parulidae
Prunella,Prunellidae
Psalidoprocne,Hirundinidae
Psaltria,Aegithalidae
Psaltriparus,Aegithalidae
Psarisomus,Eurylaimidae
Psarocolius,Icteridae
Pselliophorus,Emberizidae
Psephotus,Psittacidae
Pseudalaemon,Alaudidae
Pseudelaenia,Tyrannidae
Pseudeos,Psittacidae
Pseudhirundo,Hirundinidae
Pseudibis,Threskiornithidae
Pseudoalcippe,Sylviidae
Pseudobias,Vangidae
Pseudobulweria,Procellariidae
Pseudocalyptomena,Eurylaimidae
Pseudochelidon,Hirundinidae
Pseudocolaptes,Furnariidae
Pseudocolopteryx,Tyrannidae
Pseudoleistes,Icteridae
Pseudonestor,Fringillidae
Pseudonigrita,Passeridae
Pseudopodoces,Paridae
Pseudoscops,Strigidae
Pseudoseisura,Furnariidae
Pseudotriccus,Tyrannidae
Psilopogon,Megalaimidae
Psilopsiagon,Psittacidae
Psilorhamphus,Rhinocryptidae
Psittacella,Psittacidae
Psittacula,Psittacidae
Psittaculirostris,Psittacidae
Psittacus,Psittacidae
Psitteuteles,Psittacidae
Psittinus,Psittacidae
Psittirostra,Fringillidae
Psittrichas,Psittacidae
Psophia,Psophiidae
Psophocichla,Turdidae
Psophodes,Psophodidae
Pteridophora,Paradisaeidae
Pterocles,Pteroclididae
Pterodroma,Procellariidae
Pteroglossus,Ramphastidae
Pteronetta,Anatidae
Pterophanes,Trochilidae
Pteroptochos,Rhinocryptidae
Pteruthius,Vireonidae
Ptilinopus,Columbidae
Ptilocichla,Pellorneidae
Ptilogonys,Ptilogonatidae
Ptilonorhynchus,Ptilonorhynchidae
Ptilopachus,Phasianidae
Ptiloprora,Meliphagidae
Ptilopsis,Strigidae
Ptiloris,Paradisaeidae
Ptilorrhoa,Psophodidae
Ptilostomus,Corvidae
Ptychoramphus,Alcidae
Ptyrticus,Pellorneidae
Pucrasia,Phasianidae
Puffinus,Procellariidae
Pulsatrix,Strigidae
Purpureicephalus,Psittacidae
Pycnonotus,Pycnonotidae
Pycnoptilus,Acanthizidae
Pycnopygius,Meliphagidae
Pygarrhichas,Furnariidae
Pygiptila,Thamnophilidae
Pygochelidon,Hirundinidae
Pygoscelis,Spheniscidae
Pyrenestes,Estrildidae
Pyriglena,Thamnophilidae
Pyrilia,Psittacidae
Pyrocephalus,Tyrannidae
Pyroderus,Cotingidae
Pyrrhocoma,Thraupidae
Pyrrhocorax,Corvidae
Pyrrholaemus,Acanthizidae
Pyrrhomyias,Tyrannidae
Pyrrhoplectes,Fringillidae
Pyrrhula,Fringillidae
Pyrrhura,Psittacidae
Pyrrhurus,Pycnonotidae
Pytilia,Estrildidae
Quelea,Ploceidae
Querula,Cotingidae
Quiscalus,Icteridae
Rallina,Rallidae
Rallus,Rallidae
Ramphastos,Ramphastidae
Ramphocaenus,Polioptilidae
Ramphocelus,Thraupidae
Ramphocinclus,Mimidae
Ramphodon,Trochilidae
Ramphomicron,Trochilidae
Ramphotrigon,Tyrannidae
Ramsayornis,Meliphagidae
Randia,Bernieridae
Recurvirostra,Recurvirostridae
Regulus,Regulidae
Reinwardtipicus,Picidae
Reinwardtoena,Columbidae
Remiz,Remizidae
Rhabdornis,Sturnidae
Rhagologus,Pachycephalidae
Rhamphocoris,Alaudidae
Rhamphomantis,Cuculidae
Rhaphidura,Apodidae
Rhea,Rheidae
Rhegmatorhina,Thamnophilidae
Rheinardia,Phasianidae
Rhinocrypta,Rhinocryptidae
Rhinomyias,Muscicapidae
Rhinoplax,Bucerotidae
Rhinopomastus,Phoeniculidae
Rhinoptilus,Glareolidae
Rhipidura,Rhipiduridae
Rhizothera,Phasianidae
Rhodinocichla,Thraupidae
Rhodopechys,Fringillidae
Rhodophoneus,Malaconotidae
Rhodopis,Trochilidae
Rhodospingus,Thraupidae
Rhodostethia,Laridae
Rhodothraupis,Cardinalidae
Rhopocichla,Timaliidae
Rhopophilus,Sylviidae
Rhopornis,Thamnophilidae
Rhyacornis,Muscicapidae
Rhynchocyclus,Tyrannidae
Rhynchopsitta,Psittacidae
Rhynchortyx,Odontophoridae
Rhynchostruthus,Fringillidae
Rhynchotus,Tinamidae
Rhynochetos,Rhynochetidae
Rhytipterna,Tyrannidae
Rigidipenna,Podargidae
Rimator,Pellorneidae
Riparia,Hirundinidae
Rissa,Laridae
Robsonius,Locustellidae
Rollandia,Podicipedidae
Rollulus,Phasianidae
Roraimia,Furnariidae
Rostratula,Rostratulidae
Rostrhamus,Accipitridae
Rougetius,Rallidae
Rowettia,Thraupidae
Rukia,Zosteropidae
Rupicola,Cotingidae
Ruwenzorornis,Musophagidae
Rynchops,Laridae
Sagittarius,Sagittariidae
Sakesphorus,Thamnophilidae
Salpinctes,Troglodytidae
Salpornis,Certhiidae
Saltator,Cardinalidae
Saltatricula,Thraupidae
Salvadorina,Anatidae
Sapayoa,Sapayoaidae
Sappho,Trochilidae
Sarcogyps,Accipitridae
Sarcops,Sturnidae
Sarcoramphus,Cathartidae
Sarkidiornis,Anatidae
Saroglossa,Sturnidae
Sarothrura,Rallidae
Sasia,Picidae
Satrapa,Tyrannidae
Saxicola,Muscicapidae
Saxicoloides,Muscicapidae
Sayornis,Tyrannidae
Scelorchilus,Rhinocryptidae
Scenopoeetes,Ptilonorhynchidae
Schetba,Vangidae
Schiffornis,Cotingidae
Schistes,Trochilidae
Schistochlamys,Thraupidae
Schistocichla,Thamnophilidae
Schizoeaca,Furnariidae
Schoenicola,Locustellidae
Schoeniophylax,Furnariidae
Schoutedenapus,Apodidae
Scissirostrum,Sturnidae
Sclateria,Thamnophilidae
Sclerurus,Furnariidae
Scolopax,Scolopacidae
Scopus,Scopidae
Scotocerca,Scotocercidae
Scotopelia,Strigidae
Scytalopus,Rhinocryptidae
Scythrops,Cuculidae
Seicercus,Phylloscopidae
Seiurus,Parulidae
Selasphorus,Trochilidae
Selenidera,Ramphastidae
Seleucidis,Paradisaeidae
Semioptera,Paradisaeidae
Semnornis,Semnornithidae
Sephanoides,Trochilidae
Sericornis,Acanthizidae
Sericossypha,Thraupidae
Sericulus,Ptilonorhynchidae
Serilophus,Eurylaimidae
Serinus,Fringillidae
Serpophaga,Tyrannidae
Setophaga,Parulidae
Setornis,Pycnonotidae
Sheppardia,Muscicapidae
Sialia,Turdidae
Sicalis,Thraupidae
Sigelus,Muscicapidae
Simoxenops,Furnariidae
Siphonorhis,Caprimulgidae
Sipodotus,Maluridae
Siptornis,Furnariidae
Siptornopsis,Furnariidae
Sirystes,Tyrannidae
Sitta,Sittidae
Sittasomus,Furnariidae
Skutchia,Thamnophilidae
Smicrornis,Acanthizidae
Smithornis,Eurylaimidae
Snowornis,Cotingidae
Somateria,Anatidae
Spartonoica,Furnariidae
Speculanas,Anatidae
Speculipastor,Sturnidae
Speirops,Zosteropidae
Spelaeornis,Timaliidae
Spermophaga,Estrildidae
Sphecotheres,Oriolidae
Spheniscus,Spheniscidae
Sphenocichla,Timaliidae
Sphenoeacus,Macrosphenidae
Sphyrapicus,Picidae
Spiloptila,Cisticolidae
Spilornis,Accipitridae
Spindalis,Thraupidae
Spiza,Cardinalidae
Spizaetus,Accipitridae
Spizella,Emberizidae
Spiziapteryx,Falconidae
Spizixos,Pycnonotidae
Spizocorys,Alaudidae
Sporophila,Thraupidae
Sporopipes,Ploceidae
Spreo,Sturnidae
Stachyris,Timaliidae
Stactolaema,Lybiidae
Stagonopleura,Estrildidae
Starnoenas,Columbidae
Steatornis,Steatornithidae
Steganopus,Scolopacidae
Stelgidopteryx,Hirundinidae
Stellula,Trochilidae
Stenostira,Stenostiridae
Stephanoaetus,Accipitridae
Stephanophorus,Thraupidae
Stephanoxis,Trochilidae
Stercorarius,Stercorariidae
Sterna,Laridae
Sternoclyta,Trochilidae
Stictonetta,Anatidae
Stigmatopelia,Columbidae
Stigmatura,Tyrannidae
Stiltia,Glareolidae
Stiphrornis,Muscicapidae
Stipiturus,Maluridae
Stizorhina,Turdidae
Strepera,Cracticidae
Streptocitta,Sturnidae
Streptopelia,Columbidae
Streptoprocne,Apodidae
Stresemannia,Meliphagidae
Strigops,Psittacidae
Strix,Strigidae
Strophocincla,Leiothrichidae
Struthidea,Corcoracidae
Struthio,Struthionidae
Sturnella,Icteridae
Sturnus,Sturnidae
Stymphalornis,Thamnophilidae
Sublegatus,Tyrannidae
Suiriri,Tyrannidae
Sula,Sulidae
Surnia,Strigidae
Surniculus,Cuculidae
Swynnertonia,Muscicapidae
Sylvia,Sylviidae
Sylvietta,Macrosphenidae
Sylviorthorhynchus,Furnariidae
Sylviparus,Paridae
Syma,Alcedinidae
Synallaxis,Furnariidae
Syndactyla,Furnariidae
Synthliboramphus,Alcidae
Sypheotides,Otididae
Syrigma,Ardeidae
Syrmaticus,Phasianidae
Syrrhaptes,Pteroclididae
Tachornis,Apodidae
Tachuris,Tyrannidae
Tachybaptus,Podicipedidae
Tachycineta,Hirundinidae
Tachyeres,Anatidae
Tachymarptis,Apodidae
Tachyphonus,Thraupidae
Tadorna,Anatidae
Taeniopygia,Estrildidae
Taeniotriccus,Tyrannidae
Talegalla,Megapodiidae
Tangara,Thraupidae
Tanygnathus,Psittacidae
Tanysiptera,Alcedinidae
Taoniscus,Tinamidae
Tapera,Cuculidae
Taphrolesbia,Trochilidae
Taphrospilus,Trochilidae
Taraba,Thamnophilidae
Tarphonomus,Furnariidae
Tarsiger,Muscicapidae
Tauraco,Musophagidae
Tchagra,Malaconotidae
Telacanthura,Apodidae
Teledromas,Rhinocryptidae
Telespiza,Fringillidae
Telophorus,Malaconotidae
Temnurus,Corvidae
Tephrodornis,Tephrodornithidae
Tephrozosterops,Zosteropidae
Terathopius,Accipitridae
Terenotriccus,Tyrannidae
Terenura,Thamnophilidae
Teretistris,Parulidae
Terpsiphone,Monarchidae
Tersina,Thraupidae
Tesia,Cettiidae
Tetrao,Phasianidae
Tetraogallus,Phasianidae
Tetraophasis,Phasianidae
Tetrax,Otididae
Thalassarche,Diomedeidae
Thalassoica,Procellariidae
Thalassornis,Anatidae
Thalurania,Trochilidae
Thamnistes,Thamnophilidae
Thamnomanes,Thamnophilidae
Thamnophilus,Thamnophilidae
Thamnornis,Bernieridae
Thaumastura,Trochilidae
Thaumatibis,Threskiornithidae
Theristicus,Threskiornithidae
Thescelocichla,Pycnonotidae
Thinocorus,Thinocoridae
Thinornis,Charadriidae
Thlypopsis,Thraupidae
Thraupis,Thraupidae
Threnetes,Trochilidae
Threskiornis,Threskiornithidae
Thripadectes,Furnariidae
Thripias,Picidae
Thripophaga,Furnariidae
Thryomanes,Troglodytidae
Thryorchilus,Troglodytidae
Thryothorus,Troglodytidae
Tiaris,Thraupidae
Tichodroma,Tichodromidae
Tickellia,Cettiidae
Tigriornis,Ardeidae
Tigrisoma,Ardeidae
Tijuca,Cotingidae
Tilmatura,Trochilidae
Timalia,Timaliidae
Timeliopsis,Meliphagidae
Tinamotis,Tinamidae
Tinamus,Tinamidae
Tityra,Cotingidae
Tmetothylacus,Motacillidae
Tockus,Bucerotidae
Todiramphus,Alcedinidae
Todirostrum,Tyrannidae
Todus,Todidae
Tolmomyias,Tyrannidae
Topaza,Trochilidae
Torgos,Accipitridae
Torreornis,Emberizidae
Touit,Psittacidae
Toxorhamphus,Melanocharitidae
Toxostoma,Mimidae
Trachyphonus,Lybiidae
Tragopan,Phasianidae
Tregellasia,Petroicidae
Treron,Columbidae
Trichastoma,Pellorneidae
Trichixos,Muscicapidae
Trichocichla,Locustellidae
Trichodere,Meliphagidae
Trichoglossus,Psittacidae
Tricholaema,Lybiidae
Tricholestes,Pycnonotidae
