"level","family","genus","rn","rn.bl","bn","bn.bl","gen.n","sp.n","taxa"
"G","Picidae","Veniliornis","N8644",6.6495548628,"N8645",5.091475165,1,14,""
"G","Picidae","Picoides","N8606",12.2398613447,"N8607",11.9508222842,1,9,""
"G","Picidae","Sphyrapicus","N8671",11.7867424893,"N8672",4.9606349777,1,4,""
"G","Picidae","Melanerpes","N8671",11.7867424893,"N8675",11.5731718665,1,23,""
"G","Picidae","Hemicircus","N8697",13.7646643109,"N8698",0.2274630448,1,2,""
"G","Picidae","Nesoctites","N8697",13.7646643,"N8697",13.7646643,1,1,"Nesoctites_micromegas"
"G","Picidae","Jynx","N8479",24.4714935927,"N8699",1.810156541,1,2,""
"G","Indicatoridae","Indicator","N8701",17.0975156107,"N8702",14.8560118441,1,11,""
"G","Indicatoridae","Melignomon","N8712",14.3739601457,"N8713",0.05385213607,1,2,""
"G","Indicatoridae","Melichneutes","N8712",14.37396013,"N8712",14.37396013,1,1,"Melichneutes_robustus"
"G","Indicatoridae","Prodotiscus","N8700",25.8556245927,"N8714",14.180193292,1,3,""
"G","Cathartidae","Vultur","N8718",40.85380978,"N8718",40.85380978,1,1,"Vultur_gryphus"
"G","Cathartidae","Coragyps","N8720",22.09152137,"N8720",22.09152137,1,1,"Coragyps_atratus"
"G","Cathartidae","Gymnogyps","N8720",22.09152137,"N8720",22.09152137,1,1,"Gymnogyps_californianus"
"G","Cathartidae","Cathartes","N8719",33.037494907,"N8721",20.163121432,1,3,""
"G","Cathartidae","Sarcoramphus","N8717",41.62392562,"N8717",41.62392562,1,1,"Sarcoramphus_papa"
"G","Accipitridae","Elanus","N8726",30.4231640428,"N8727",19.77229057,1,4,""
"G","Accipitridae","Gampsonyx","N8730",12.11149269,"N8730",12.11149269,1,1,"Gampsonyx_swainsonii"
"G","Accipitridae","Chelictinia","N8730",12.11149269,"N8730",12.11149269,1,1,"Chelictinia_riocourii"
"G","Accipitridae","Leptodon","N8734",15.8318640248,"N8735",1.815734277,1,2,""
"G","Accipitridae","Chondrohierax","N8734",15.8318640248,"N8736",1.623538518,1,2,""
"G","Accipitridae","Eutriorchis","N8737",35.95137873,"N8737",35.95137873,1,1,"Eutriorchis_astur"
"G","Accipitridae","Pernis","N8738",32.9569272588,"N8739",6.778906914,1,3,""
"G","Accipitridae","Elanoides","N8741",32.16837759,"N8741",32.16837759,1,1,"Elanoides_forficatus"
"G","Accipitridae","Hamirostra","N8743",15.18555564,"N8743",15.18555564,1,1,"Hamirostra_melanosternon"
"G","Accipitridae","Lophoictinia","N8744",12.87763311,"N8744",12.87763311,1,1,"Lophoictinia_isura"
"G","Accipitridae","Henicopernis","N8744",12.8776331253,"N8745",9.357233302,1,2,""
"G","Accipitridae","Aviceda","N8742",28.6955195573,"N8746",14.9440090038,1,5,""
"G","Accipitridae","Gypohierax","N8751",33.21443287,"N8751",33.21443287,1,1,"Gypohierax_angolensis"
"G","Accipitridae","Polyboroides","N8751",33.2144328838,"N8752",3.789602941,1,2,""
"G","Accipitridae","Gypaetus","N8753",26.98521125,"N8753",26.98521125,1,1,"Gypaetus_barbatus"
"G","Accipitridae","Neophron","N8753",26.98521125,"N8753",26.98521125,1,1,"Neophron_percnopterus"
"G","Accipitridae","Spilornis","N8757",25.0812367828,"N8758",20.40532455,1,6,""
"G","Accipitridae","Circaetus","N8765",14.0113631188,"N8766",9.388754402,1,4,""
"G","Accipitridae","Dryotriorchis","N8765",14.01136311,"N8765",14.01136311,1,1,"Dryotriorchis_spectabilis"
"G","Accipitridae","Terathopius","N8763",22.37357225,"N8763",22.37357225,1,1,"Terathopius_ecaudatus"
"G","Accipitridae","Pithecophaga","N8756",26.60045669,"N8756",26.60045669,1,1,"Pithecophaga_jefferyi"
"G","Accipitridae","Sarcogyps","N8771",13.20140345,"N8771",13.20140345,1,1,"Sarcogyps_calvus"
"G","Accipitridae","Aegypius","N8773",4.78500846,"N8773",4.78500846,1,1,"Aegypius_monachus"
"G","Accipitridae","Torgos","N8773",4.78500846,"N8773",4.78500846,1,1,"Torgos_tracheliotos"
"G","Accipitridae","Trigonoceps","N8772",7.501269541,"N8772",7.501269541,1,1,"Trigonoceps_occipitalis"
"G","Accipitridae","Necrosyrtes","N8774",13.45650162,"N8774",13.45650162,1,1,"Necrosyrtes_monachus"
"G","Accipitridae","Gyps","N8774",13.4565016268,"N8775",3.830708288,1,8,""
"G","Accipitridae","Harpyopsis","N8785",22.00063641,"N8785",22.00063641,1,1,"Harpyopsis_novaeguineae"
"G","Accipitridae","Macheiramphus","N8785",22.00063641,"N8785",22.00063641,1,1,"Macheiramphus_alcinus"
"G","Accipitridae","Harpia","N8786",18.52844692,"N8786",18.52844692,1,1,"Harpia_harpyja"
"G","Accipitridae","Morphnus","N8786",18.52844692,"N8786",18.52844692,1,1,"Morphnus_guianensis"
"G","Accipitridae","Spizaetus","N8788",18.5802017379,"N8789",15.23740988,1,4,""
"G","Accipitridae","Polemaetus","N8793",12.70941511,"N8793",12.70941511,1,1,"Polemaetus_bellicosus"
"G","Accipitridae","Hieraaetus","N8796",8.54620252420003,"N8797",5.738636483,1,4,""
"G","Accipitridae","Aquila","N8795",10.2630607172,"N8800",8.3984773493,1,6,""
"G","Accipitridae","Lophaetus","N8810",8.172691466,"N8810",8.172691466,1,1,"Lophaetus_occipitalis"
"G","Accipitridae","Ictinaetus","N8811",5.673685344,"N8811",5.673685344,1,1,"Ictinaetus_malayensis"
"G","Accipitridae","Lophotriorchis","N8792",14.62121562,"N8792",14.62121562,1,1,"Lophotriorchis_kienerii"
"G","Accipitridae","Stephanoaetus","N8814",16.86801698,"N8814",16.86801698,1,1,"Stephanoaetus_coronatus"
"G","Accipitridae","Nisaetus","N8814",16.8680169908,"N8815",13.217817775,1,8,""
"G","Accipitridae","Megatriorchis","N8825",6.782014082,"N8825",6.782014082,1,1,"Megatriorchis_doriae"
"G","Accipitridae","Kaupifalco","N8825",6.782014082,"N8825",6.782014082,1,1,"Kaupifalco_monogrammicus"
"G","Accipitridae","Urotriorchis","N8826",18.93398212,"N8826",18.93398212,1,1,"Urotriorchis_macrourus"
"G","Accipitridae","Melierax","N8826",18.9339821265,"N8827",18.57157662,1,4,""
"G","Accipitridae","Haliastur","N8833",11.9865740565,"N8834",4.559647136,1,2,""
"G","Accipitridae","Milvus","N8833",11.9865740565,"N8835",2.381295006,1,2,""
"G","Accipitridae","Haliaeetus","N8836",16.3777573325,"N8837",15.0289352727,1,8,""
"G","Accipitridae","Ichthyophaga","N8836",16.3777573325,"N8844",8.46316071,1,2,""
"G","Accipitridae","Butastur","N8845",21.7626085735,"N8846",7.462818477,1,4,""
"G","Accipitridae","Ictinia","N8849",18.3085373125,"N8850",5.635504061,1,2,""
"G","Accipitridae","Geranospiza","N8852",14.08241053,"N8852",14.08241053,1,1,"Geranospiza_caerulescens"
"G","Accipitridae","Busarellus","N8852",14.08241053,"N8852",14.08241053,1,1,"Busarellus_nigricollis"
"G","Accipitridae","Helicolestes","N8854",13.26745365,"N8854",13.26745365,1,1,"Helicolestes_hamatus"
"G","Accipitridae","Rostrhamus","N8854",13.26745365,"N8854",13.26745365,1,1,"Rostrhamus_sociabilis"
"G","Accipitridae","Leucopternis","N8853",16.0550904482,"N8855",15.6778325,1,4,""
"G","Accipitridae","Geranoaetus","N8864",2.309380898,"N8864",2.309380898,1,1,"Geranoaetus_melanoleucus"
"G","Accipitridae","Buteo","N8858",9.5922260392,"N8865",8.098208842,1,21,""
"G","Accipitridae","Parabuteo","N8889",10.36671807,"N8889",10.36671807,1,1,"Parabuteo_unicinctus"
"G","Accipitridae","Buteogallus","N8893",7.08364173819999,"N8894",6.915048368,1,3,""
"G","Accipitridae","Harpyhaliaetus","N8898",3.9996406989,"N8899",1.488383647,1,2,""
"G","Accipitridae","Harpagus","N8830",27.5226898995,"N8900",3.165765324,1,2,""
"G","Accipitridae","Circus","N8915",14.7550437378,"N8920",10.158607386,1,14,""
"G","Accipitridae","Erythrotriorchis","N8937",11.8301089898,"N8939",3.399635265,1,2,""
"G","Accipitridae","Accipiter","N8822",30.9386826218,"N8901",27.433024593,1,28,""
"G","Pandionidae","Pandion","N8724",67.0758725,"N8724",67.0758725,1,1,"Pandion_haliaetus"
"G","Sagittariidae","Sagittarius","N8723",71.61190527,"N8723",71.61190527,1,1,"Sagittarius_serpentarius"
"G","Phaethontidae","Phaethon","N8968",83.5533878087,"N8969",19.015078469,1,3,""
"G","Mesitornithidae","Mesitornis","N8974",29.41868687013,"N8975",13.98456125,1,2,""
"G","Mesitornithidae","Monias","N8974",29.41868686,"N8974",29.41868686,1,1,"Monias_benschi"
"G","Columbidae","Uropelia","N8978",22.69937632,"N8978",22.69937632,1,1,"Uropelia_campestris"
"G","Columbidae","Columbina","N8979",21.17962383713,"N8980",16.684092855,1,9,""
"G","Columbidae","Metriopelia","N8979",21.17962383713,"N8988",14.63671376,1,4,""
"G","Columbidae","Claravis","N8977",27.52659315013,"N8991",12.61238863,1,3,""
"G","Columbidae","Leptotila","N8995",29.45773763613,"N8996",17.374140596,1,11,""
"G","Columbidae","Starnoenas","N9012",1.698769828,"N9012",1.698769828,1,1,"Starnoenas_cyanocephala"
"G","Columbidae","Zenaida","N9014",19.77295875453,"N9015",19.4846055155,1,7,""
"G","Columbidae","Geotrygon","N9006",29.28207747943,"N9013",29.004155505,1,10,""
"G","Columbidae","Columba","N9030",21.30717296213,"N9031",20.1353855104,1,32,""
"G","Columbidae","Streptopelia","N9062",19.74222377613,"N9063",13.672073759,1,13,""
"G","Columbidae","Stigmatopelia","N9075",18.52365792213,"N9076",8.625172817,1,2,""
"G","Columbidae","Nesoenas","N9075",18.52365792213,"N9077",3.653040156,1,2,""
"G","Columbidae","Reinwardtoena","N9079",16.83435750393,"N9080",14.30457048,1,3,""
"G","Columbidae","Turacoena","N9083",4.12545747993002,"N9084",2.567742855,1,2,""
"G","Columbidae","Aplopelia","N9083",4.125457474,"N9083",4.125457474,1,1,"Aplopelia_larvata"
